1.920799443255515604e-01,1.962294970504200042e-01,2.003148761087934493e-01
1.963887052494155405e-01,2.006808806444402848e-01,2.048896243399398742e-01
2.008502397014325647e-01,2.052217329203336327e-01,2.095068827617594387e-01
2.054365058720724335e-01,2.098667095059585930e-01,2.142150734143685453e-01
2.098425302657120350e-01,2.145780359585741370e-01,2.191957815120675612e-01
2.145991456812938181e-01,2.194137317036508328e-01,2.241045342902413806e-01
2.193894182557988293e-01,2.243426941780597150e-01,2.291475779736242280e-01
2.243827400471540556e-01,2.293691813193813878e-01,2.342190684059451411e-01
2.272390702227722326e-01,2.344849635024023882e-01,2.415790402920617030e-01
2.322567542817385866e-01,2.395846240475333067e-01,2.467464358486274045e-01
2.389982984453613568e-01,2.448687115196075403e-01,2.505145464992669102e-01
2.442984714189033735e-01,2.502823321143246571e-01,2.560340923526971402e-01
2.500968907862754498e-01,2.558320799263951728e-01,2.614152024720706735e-01
2.556270148096311812e-01,2.615171275009383067e-01,2.672365640584488666e-01
2.613929153891095258e-01,2.673126435397105705e-01,2.730808022810401470e-01
2.672064148267816464e-01,2.732316850422008558e-01,2.791045773489918003e-01
2.731345944956647953e-01,2.792681004995039018e-01,2.852489647768175485e-01
2.791784898476583066e-01,2.854240299713585172e-01,2.915164206186747764e-01
2.853420034306400344e-01,2.917009014083681295e-01,2.979080912674958448e-01
2.916253711251393099e-01,2.981008843903871219e-01,3.044267335308144529e-01
2.974894497694898776e-01,3.046003366860554618e-01,3.116065034077298290e-01
3.039951052880962012e-01,3.112288557676846090e-01,3.183611676135980062e-01
3.109184392021166476e-01,3.180054440405454264e-01,3.249945930657900939e-01
3.175503244381452927e-01,3.248935750705642667e-01,3.321014514878940505e-01
3.246816048330490312e-01,3.319256861252657953e-01,3.391405228719663323e-01
3.316835440179010663e-01,3.390980277211489424e-01,3.464888996365541596e-01
3.388128234848007958e-01,3.464032467110092495e-01,3.539756195287653284e-01
3.460155028743814865e-01,3.538357256623719804e-01,3.616194130867686485e-01
3.534777263767859279e-01,3.614093752546571614e-01,3.693441133376261787e-01
3.609894676092522126e-01,3.691179498122505453e-01,3.772533109594350398e-01
3.686315609102004953e-01,3.769615311893702581e-01,3.853020790761888525e-01
3.764040786490434609e-01,3.849400339609652111e-01,3.934901910104130485e-01
3.842541106149885421e-01,3.930488521589011741e-01,4.018523555001036751e-01
3.922933167370631358e-01,4.012977047870674441e-01,4.103149062903803657e-01
4.003564201670198330e-01,4.096758372117086378e-01,4.189698980026355657e-01
